	words	D.Copperfield	Q.Universe	U.Physics	A.Brain	Youth	Total
13916	relented	1.0	0.0	0.0	0.0	0.0	1.0
19886	relegated	0.0	0.0	1.0	0.0	0.0	1.0
22952	relegate	0.0	0.0	0.0	1.0	0.0	1.0
22262	releas	0.0	0.0	0.0	1.0	0.0	1.0
21999	relearning	0.0	0.0	0.0	1.0	0.0	1.0
24962	relea	0.0	0.0	0.0	0.0	1.0	1.0
16439	relativityšcannot	0.0	1.0	0.0	0.0	0.0	1.0
16566	relativ	0.0	1.0	0.0	0.0	0.0	1.0
8615	relationn	1.0	0.0	0.0	0.0	0.0	1.0
12784	relapses	1.0	0.0	0.0	0.0	0.0	1.0
13875	relapse	1.0	0.0	0.0	0.0	0.0	1.0
11550	relaps	1.0	0.0	0.0	0.0	0.0	1.0
24339	rel	0.0	0.0	0.0	0.0	1.0	1.0
24835	rekindled	0.0	0.0	0.0	0.0	1.0	1.0
22764	rekall	0.0	0.0	0.0	1.0	0.0	1.0
24506	reju	0.0	0.0	0.0	0.0	1.0	1.0
12063	rejoinder	1.0	0.0	0.0	0.0	0.0	1.0
9252	reject	1.0	0.0	0.0	0.0	0.0	1.0
21966	reinvent	0.0	0.0	0.0	1.0	0.0	1.0
17246	reinstate	0.0	1.0	0.0	0.0	0.0	1.0
25275	reinforces	0.0	0.0	0.0	0.0	1.0	1.0
22016	reinforcements	0.0	0.0	0.0	1.0	0.0	1.0
19474	reinfected	0.0	0.0	1.0	0.0	0.0	1.0
8450	reined	1.0	0.0	0.0	0.0	0.0	1.0
10573	reigns	1.0	0.0	0.0	0.0	0.0	1.0
17434	rehabilitated	0.0	1.0	0.0	0.0	0.0	1.0
24090	regulatory	0.0	0.0	0.0	0.0	1.0	1.0
24101	regulators	0.0	0.0	0.0	0.0	1.0	1.0
23923	regulator	0.0	0.0	0.0	0.0	1.0	1.0
11981	regretting	1.0	0.0	0.0	0.0	0.0	1.0
12177	regretful	1.0	0.0	0.0	0.0	0.0	1.0
11266	registry	1.0	0.0	0.0	0.0	0.0	1.0
11276	registrar	1.0	0.0	0.0	0.0	0.0	1.0
22481	registers	0.0	0.0	0.0	1.0	0.0	1.0
19675	registering	0.0	0.0	1.0	0.0	0.0	1.0
16922	regionšand	0.0	1.0	0.0	0.0	0.0	1.0
23312	regionthe	0.0	0.0	0.0	1.0	0.0	1.0
10411	regiment	1.0	0.0	0.0	0.0	0.0	1.0
15966	reggie	0.0	1.0	0.0	0.0	0.0	1.0
25622	regardless	0.0	0.0	0.0	0.0	1.0	1.0
11142	regardful	1.0	0.0	0.0	0.0	0.0	1.0
10092	regal	1.0	0.0	0.0	0.0	0.0	1.0
23161	regaining	0.0	0.0	0.0	1.0	0.0	1.0
10467	regained	1.0	0.0	0.0	0.0	0.0	1.0
25239	refuted	0.0	0.0	0.0	0.0	1.0	1.0
17204	refuges	0.0	1.0	0.0	0.0	0.0	1.0
10951	refrain	1.0	0.0	0.0	0.0	0.0	1.0
25244	refracted	0.0	0.0	0.0	0.0	1.0	1.0
24102	reforms	0.0	0.0	0.0	0.0	1.0	1.0
10716	reforming	1.0	0.0	0.0	0.0	0.0	1.0
20980	reformers	0.0	0.0	1.0	0.0	0.0	1.0
20161	reformatting	0.0	0.0	1.0	0.0	0.0	1.0
11251	reformation	1.0	0.0	0.0	0.0	0.0	1.0
12014	refolded	1.0	0.0	0.0	0.0	0.0	1.0
10018	refold	1.0	0.0	0.0	0.0	0.0	1.0
19728	reexamination	0.0	0.0	1.0	0.0	0.0	1.0
22403	reeves	0.0	0.0	0.0	1.0	0.0	1.0
25125	reevaluate	0.0	0.0	0.0	0.0	1.0	1.0
17083	reestablish	0.0	1.0	0.0	0.0	0.0	1.0
23891	reereesulsulult	0.0	0.0	0.0	0.0	1.0	1.0
8765	reepence	1.0	0.0	0.0	0.0	0.0	1.0
24291	reentry	0.0	0.0	0.0	0.0	1.0	1.0
9844	reels	1.0	0.0	0.0	0.0	0.0	1.0
16976	reefs	0.0	1.0	0.0	0.0	0.0	1.0
20873	reef	0.0	0.0	1.0	0.0	0.0	1.0
16983	reees	0.0	1.0	0.0	0.0	0.0	1.0
11887	redound	1.0	0.0	0.0	0.0	0.0	1.0
25077	redoubt	0.0	0.0	0.0	0.0	1.0	1.0
10688	redoubled	1.0	0.0	0.0	0.0	0.0	1.0
25132	redo	0.0	0.0	0.0	0.0	1.0	1.0
12335	redness	1.0	0.0	0.0	0.0	0.0	1.0
24018	redlining	0.0	0.0	0.0	0.0	1.0	1.0
10124	redeeming	1.0	0.0	0.0	0.0	0.0	1.0
8587	redeemed	1.0	0.0	0.0	0.0	0.0	1.0
19324	redeem	0.0	0.0	1.0	0.0	0.0	1.0
17237	reddy	0.0	1.0	0.0	0.0	0.0	1.0
17171	reddens	0.0	1.0	0.0	0.0	0.0	1.0
8655	redden	1.0	0.0	0.0	0.0	0.0	1.0
16533	recycling	0.0	1.0	0.0	0.0	0.0	1.0
16517	recy	0.0	1.0	0.0	0.0	0.0	1.0
19943	recurrent	0.0	0.0	1.0	0.0	0.0	1.0
19607	recur	0.0	0.0	1.0	0.0	0.0	1.0
9891	recumbent	1.0	0.0	0.0	0.0	0.0	1.0
13874	rection	1.0	0.0	0.0	0.0	0.0	1.0
25243	rectilinear	0.0	0.0	0.0	0.0	1.0	1.0
13876	rected	1.0	0.0	0.0	0.0	0.0	1.0
19352	recruits	0.0	0.0	1.0	0.0	0.0	1.0
24325	recruiting	0.0	0.0	0.0	0.0	1.0	1.0
23304	recruit	0.0	0.0	0.0	1.0	0.0	1.0
20922	recreations	0.0	0.0	1.0	0.0	0.0	1.0
25444	recreate	0.0	0.0	0.0	0.0	1.0	1.0
17050	recov	0.0	1.0	0.0	0.0	0.0	1.0
20912	recounts	0.0	0.0	1.0	0.0	0.0	1.0
25146	recordšit	0.0	0.0	0.0	0.0	1.0	1.0
25089	recordsša	0.0	0.0	0.0	0.0	1.0	1.0
20033	reconstruction	0.0	0.0	1.0	0.0	0.0	1.0
16532	reconstruct	0.0	1.0	0.0	0.0	0.0	1.0
19990	reconstruc	0.0	0.0	1.0	0.0	0.0	1.0
22323	reconsolidated	0.0	0.0	0.0	1.0	0.0	1.0
20309	reconsoli	0.0	0.0	1.0	0.0	0.0	1.0
13234	reconsidered	1.0	0.0	0.0	0.0	0.0	1.0
16348	reconsid	0.0	1.0	0.0	0.0	0.0	1.0
16694	reconnects	0.0	1.0	0.0	0.0	0.0	1.0
8635	reconciliation	1.0	0.0	0.0	0.0	0.0	1.0
11262	reconciles	1.0	0.0	0.0	0.0	0.0	1.0
15476	recomposited	0.0	1.0	0.0	0.0	0.0	1.0
16747	recommen	0.0	1.0	0.0	0.0	0.0	1.0
16497	recombined	0.0	1.0	0.0	0.0	0.0	1.0
16598	recombine	0.0	1.0	0.0	0.0	0.0	1.0
12919	recollects	1.0	0.0	0.0	0.0	0.0	1.0
12384	recollec	1.0	0.0	0.0	0.0	0.0	1.0
11961	recoils	1.0	0.0	0.0	0.0	0.0	1.0
12875	recoiling	1.0	0.0	0.0	0.0	0.0	1.0
11627	recoil	1.0	0.0	0.0	0.0	0.0	1.0
19936	recognizable	0.0	0.0	1.0	0.0	0.0	1.0
11334	recluse	1.0	0.0	0.0	0.0	0.0	1.0
8900	reclining	1.0	0.0	0.0	0.0	0.0	1.0
17012	recliner	0.0	1.0	0.0	0.0	0.0	1.0
12511	reclined	1.0	0.0	0.0	0.0	0.0	1.0
16074	reclaiming	0.0	1.0	0.0	0.0	0.0	1.0
12217	reclaim	1.0	0.0	0.0	0.0	0.0	1.0
12603	reckoning	1.0	0.0	0.0	0.0	0.0	1.0
17374	reckon	0.0	1.0	0.0	0.0	0.0	1.0
11718	recklessness	1.0	0.0	0.0	0.0	0.0	1.0
9549	recital	1.0	0.0	0.0	0.0	0.0	1.0
10962	reciprocated	1.0	0.0	0.0	0.0	0.0	1.0
11582	reciprocate	1.0	0.0	0.0	0.0	0.0	1.0
15843	recipients	0.0	1.0	0.0	0.0	0.0	1.0
24988	recip	0.0	0.0	0.0	0.0	1.0	1.0
16147	reci	0.0	1.0	0.0	0.0	0.0	1.0
22889	recessive	0.0	0.0	0.0	1.0	0.0	1.0
12694	recess	1.0	0.0	0.0	0.0	0.0	1.0
24985	recentlyšto	0.0	0.0	0.0	0.0	1.0	1.0
22868	recentl	0.0	0.0	0.0	1.0	0.0	1.0
19821	receiversšare	0.0	0.0	1.0	0.0	0.0	1.0
23280	receivers	0.0	0.0	0.0	1.0	0.0	1.0
17645	receiv	0.0	1.0	0.0	0.0	0.0	1.0
11090	receipts	1.0	0.0	0.0	0.0	0.0	1.0
13373	receding	1.0	0.0	0.0	0.0	0.0	1.0
12411	recede	1.0	0.0	0.0	0.0	0.0	1.0
24752	recalibrate	0.0	0.0	0.0	0.0	1.0	1.0
24787	rebuttal	0.0	0.0	0.0	0.0	1.0	1.0
20585	rebuilt	0.0	0.0	1.0	0.0	0.0	1.0
22717	rebuild	0.0	0.0	0.0	1.0	0.0	1.0
22857	rebuil	0.0	0.0	0.0	1.0	0.0	1.0
19540	rebroadcasting	0.0	0.0	1.0	0.0	0.0	1.0
19538	rebroadcast	0.0	0.0	1.0	0.0	0.0	1.0
24135	rebounded	0.0	0.0	0.0	0.0	1.0	1.0
10857	rebellion	1.0	0.0	0.0	0.0	0.0	1.0
19946	rebbachisaurids	0.0	0.0	1.0	0.0	0.0	1.0
22716	reassuringly	0.0	0.0	0.0	1.0	0.0	1.0
8553	reassure	1.0	0.0	0.0	0.0	0.0	1.0
8610	reassurance	1.0	0.0	0.0	0.0	0.0	1.0
23204	reassign	0.0	0.0	0.0	1.0	0.0	1.0
16678	reasonsšincluding	0.0	1.0	0.0	0.0	0.0	1.0
9883	reasonest	1.0	0.0	0.0	0.0	0.0	1.0
22564	reaso	0.0	0.0	0.0	1.0	0.0	1.0
21970	rearranging	0.0	0.0	0.0	1.0	0.0	1.0
13466	reared	1.0	0.0	0.0	0.0	0.0	1.0
24328	reardonšwho	0.0	0.0	0.0	0.0	1.0	1.0
13476	reaps	1.0	0.0	0.0	0.0	0.0	1.0
20293	reappears	0.0	0.0	1.0	0.0	0.0	1.0
9650	reappearance	1.0	0.0	0.0	0.0	0.0	1.0
9145	reappear	1.0	0.0	0.0	0.0	0.0	1.0
13702	reaped	1.0	0.0	0.0	0.0	0.0	1.0
12689	reanimated	1.0	0.0	0.0	0.0	0.0	1.0
25085	reams	0.0	0.0	0.0	0.0	1.0	1.0
13044	ream	1.0	0.0	0.0	0.0	0.0	1.0
20770	realm	0.0	0.0	1.0	0.0	0.0	1.0
23013	reall	0.0	0.0	0.0	1.0	0.0	1.0
19549	realizing	0.0	0.0	1.0	0.0	0.0	1.0
12684	realiza	1.0	0.0	0.0	0.0	0.0	1.0
16676	realithe	0.0	1.0	0.0	0.0	0.0	1.0
25250	realistic	0.0	0.0	0.0	0.0	1.0	1.0
16559	reali	0.0	1.0	0.0	0.0	0.0	1.0
17291	readšhas	0.0	1.0	0.0	0.0	0.0	1.0
19776	readouts	0.0	0.0	1.0	0.0	0.0	1.0
19775	readout	0.0	0.0	1.0	0.0	0.0	1.0
21968	readjust	0.0	0.0	0.0	1.0	0.0	1.0
24500	reacts	0.0	0.0	0.0	0.0	1.0	1.0
15667	reactors	0.0	1.0	0.0	0.0	0.0	1.0
15618	reactivated	0.0	1.0	0.0	0.0	0.0	1.0
24972	reacting	0.0	0.0	0.0	0.0	1.0	1.0
22330	rdation	0.0	0.0	0.0	1.0	0.0	1.0
19852	rbm	0.0	0.0	1.0	0.0	0.0	1.0
19984	raúl	0.0	0.0	1.0	0.0	0.0	1.0
9279	razor	1.0	0.0	0.0	0.0	0.0	1.0
20712	raytheon	0.0	0.0	1.0	0.0	0.0	1.0
16052	raymond	0.0	1.0	0.0	0.0	0.0	1.0
13941	ravelled	1.0	0.0	0.0	0.0	0.0	1.0
11667	ravaged	1.0	0.0	0.0	0.0	0.0	1.0
20817	rattner	0.0	0.0	1.0	0.0	0.0	1.0
15478	ratiošwhich	0.0	1.0	0.0	0.0	0.0	1.0
24381	ratings	0.0	0.0	0.0	0.0	1.0	1.0
25121	ratecrime	0.0	0.0	0.0	0.0	1.0	1.0
8561	rashness	1.0	0.0	0.0	0.0	0.0	1.0
8673	rashly	1.0	0.0	0.0	0.0	0.0	1.0
12127	rascally	1.0	0.0	0.0	0.0	0.0	1.0
22282	rarily	0.0	0.0	0.0	1.0	0.0	1.0
19178	rarest	0.0	0.0	1.0	0.0	0.0	1.0
9670	raps	1.0	0.0	0.0	0.0	0.0	1.0
19391	rapper	0.0	0.0	1.0	0.0	0.0	1.0
25109	rapists	0.0	0.0	0.0	0.0	1.0	1.0
22271	raped	0.0	0.0	0.0	1.0	0.0	1.0
13160	rapacity	1.0	0.0	0.0	0.0	0.0	1.0
24475	rapa	0.0	0.0	0.0	0.0	1.0	1.0
11451	rap	1.0	0.0	0.0	0.0	0.0	1.0
21902	rant	0.0	0.0	0.0	1.0	0.0	1.0
11254	rankled	1.0	0.0	0.0	0.0	0.0	1.0
20631	rangliquids	0.0	0.0	1.0	0.0	0.0	1.0
17486	rangesšin	0.0	1.0	0.0	0.0	0.0	1.0
25410	ranger	0.0	0.0	0.0	0.0	1.0	1.0
25464	rangelands	0.0	0.0	0.0	0.0	1.0	1.0
25459	ranchettes	0.0	0.0	0.0	0.0	1.0	1.0
11930	ramsgate	1.0	0.0	0.0	0.0	0.0	1.0
22063	rampant	0.0	0.0	0.0	1.0	0.0	1.0
17667	ramp	0.0	1.0	0.0	0.0	0.0	1.0
24907	rallied	0.0	0.0	0.0	0.0	1.0	1.0
9792	rajahs	1.0	0.0	0.0	0.0	0.0	1.0
21878	raj	0.0	0.0	0.0	1.0	0.0	1.0
9288	raisins	1.0	0.0	0.0	0.0	0.0	1.0
17494	rainwater	0.0	1.0	0.0	0.0	0.0	1.0
8837	rained	1.0	0.0	0.0	0.0	0.0	1.0
8551	raiment	1.0	0.0	0.0	0.0	0.0	1.0
20964	railway	0.0	0.0	1.0	0.0	0.0	1.0
18253	railroads	0.0	1.0	0.0	0.0	0.0	1.0
11524	railings	1.0	0.0	0.0	0.0	0.0	1.0
16326	ragweed	0.0	1.0	0.0	0.0	0.0	1.0
8317	rae	1.0	0.0	0.0	0.0	0.0	1.0
19713	radu	0.0	0.0	1.0	0.0	0.0	1.0
25558	radius	0.0	0.0	0.0	0.0	1.0	1.0
16399	radiosﬂ	0.0	1.0	0.0	0.0	0.0	1.0
24898	radiologists	0.0	0.0	0.0	0.0	1.0	1.0
23208	radioisotopes	0.0	0.0	0.0	1.0	0.0	1.0
25303	radiative	0.0	0.0	0.0	0.0	1.0	1.0
16524	radiate	0.0	1.0	0.0	0.0	0.0	1.0
11235	radiance	1.0	0.0	0.0	0.0	0.0	1.0
24615	radia	0.0	0.0	0.0	0.0	1.0	1.0
10558	racking	1.0	0.0	0.0	0.0	0.0	1.0
10210	racked	1.0	0.0	0.0	0.0	0.0	1.0
12881	rack	1.0	0.0	0.0	0.0	0.0	1.0
23347	racic	0.0	0.0	0.0	1.0	0.0	1.0
20933	racetracks	0.0	0.0	1.0	0.0	0.0	1.0
22212	races	0.0	0.0	0.0	1.0	0.0	1.0
25457	rabbits	0.0	0.0	0.0	0.0	1.0	1.0
22344	rabbit	0.0	0.0	0.0	1.0	0.0	1.0
25306	raab	0.0	0.0	0.0	0.0	1.0	1.0
8343	quoting	1.0	0.0	0.0	0.0	0.0	1.0
8686	quixote	1.0	0.0	0.0	0.0	0.0	1.0
9377	quish	1.0	0.0	0.0	0.0	0.0	1.0
20577	quintillion	0.0	0.0	1.0	0.0	0.0	1.0
19589	quintessen	0.0	0.0	1.0	0.0	0.0	1.0
8968	quill	1.0	0.0	0.0	0.0	0.0	1.0
24515	quiets	0.0	0.0	0.0	0.0	1.0	1.0
9730	quietest	1.0	0.0	0.0	0.0	0.0	1.0
9807	quieted	1.0	0.0	0.0	0.0	0.0	1.0
13623	quicksands	1.0	0.0	0.0	0.0	0.0	1.0
25348	quickest	0.0	0.0	0.0	0.0	1.0	1.0
18148	questioning	0.0	1.0	0.0	0.0	0.0	1.0
17539	questioned	0.0	1.0	0.0	0.0	0.0	1.0
12546	quest	1.0	0.0	0.0	0.0	0.0	1.0
18071	query	0.0	1.0	0.0	0.0	0.0	1.0
11150	querulousness	1.0	0.0	0.0	0.0	0.0	1.0
13213	querulously	1.0	0.0	0.0	0.0	0.0	1.0
14032	querulous	1.0	0.0	0.0	0.0	0.0	1.0
10093	quenched	1.0	0.0	0.0	0.0	0.0	1.0
24528	quelling	0.0	0.0	0.0	0.0	1.0	1.0
11265	queerly	1.0	0.0	0.0	0.0	0.0	1.0
10202	queerest	1.0	0.0	0.0	0.0	0.0	1.0
10575	queens	1.0	0.0	0.0	0.0	0.0	1.0
13682	queen	1.0	0.0	0.0	0.0	0.0	1.0
22409	queasy	0.0	0.0	0.0	1.0	0.0	1.0
24869	que	0.0	0.0	0.0	0.0	1.0	1.0
25433	quartz	0.0	0.0	0.0	0.0	1.0	1.0
9213	quarto	1.0	0.0	0.0	0.0	0.0	1.0
10135	quartering	1.0	0.0	0.0	0.0	0.0	1.0
9323	quarrelsome	1.0	0.0	0.0	0.0	0.0	1.0
11815	quarrelled	1.0	0.0	0.0	0.0	0.0	1.0
16546	quark	0.0	1.0	0.0	0.0	0.0	1.0
19692	quantizing	0.0	0.0	1.0	0.0	0.0	1.0
25002	quantitation	0.0	0.0	0.0	0.0	1.0	1.0
16866	quantita	0.0	1.0	0.0	0.0	0.0	1.0
20167	quantify	0.0	0.0	1.0	0.0	0.0	1.0
19568	quanti	0.0	0.0	1.0	0.0	0.0	1.0
16630	quandaries	0.0	1.0	0.0	0.0	0.0	1.0
10942	qualica	1.0	0.0	0.0	0.0	0.0	1.0
10145	qual	1.0	0.0	0.0	0.0	0.0	1.0
8871	quaking	1.0	0.0	0.0	0.0	0.0	1.0
9683	quainter	1.0	0.0	0.0	0.0	0.0	1.0
11388	quailed	1.0	0.0	0.0	0.0	0.0	1.0
8376	quail	1.0	0.0	0.0	0.0	0.0	1.0
22762	quaid	0.0	0.0	0.0	1.0	0.0	1.0
25316	quadsšwhich	0.0	0.0	0.0	0.0	1.0	1.0
10800	quadrupeds	1.0	0.0	0.0	0.0	0.0	1.0
16914	qua	0.0	1.0	0.0	0.0	0.0	1.0
20917	pythagorean	0.0	0.0	1.0	0.0	0.0	1.0
19179	pyrodinium	0.0	0.0	1.0	0.0	0.0	1.0
17226	pyrethroidsšno	0.0	1.0	0.0	0.0	0.0	1.0
16010	pyramids	0.0	1.0	0.0	0.0	0.0	1.0
10414	pyramid	1.0	0.0	0.0	0.0	0.0	1.0
10338	pyegrave	1.0	0.0	0.0	0.0	0.0	1.0
15964	pycha	0.0	1.0	0.0	0.0	0.0	1.0
8650	puz	1.0	0.0	0.0	0.0	0.0	1.0
9943	puy	1.0	0.0	0.0	0.0	0.0	1.0
21870	puttin	0.0	0.0	0.0	1.0	0.0	1.0
17322	puttering	0.0	1.0	0.0	0.0	0.0	1.0
22802	puters	0.0	0.0	0.0	1.0	0.0	1.0
25129	pushpins	0.0	0.0	0.0	0.0	1.0	1.0
10297	pursy	1.0	0.0	0.0	0.0	0.0	1.0
10990	pursu	1.0	0.0	0.0	0.0	0.0	1.0
10599	pursing	1.0	0.0	0.0	0.0	0.0	1.0
18045	purists	0.0	1.0	0.0	0.0	0.0	1.0
12888	purid	1.0	0.0	0.0	0.0	0.0	1.0
25381	purdue	0.0	0.0	0.0	0.0	1.0	1.0
20841	purchasesšsimilar	0.0	0.0	1.0	0.0	0.0	1.0
13020	puppy	1.0	0.0	0.0	0.0	0.0	1.0
11529	pupilage	1.0	0.0	0.0	0.0	0.0	1.0
22607	punitive	0.0	0.0	0.0	1.0	0.0	1.0
19351	punishments	0.0	0.0	1.0	0.0	0.0	1.0
13166	punishing	1.0	0.0	0.0	0.0	0.0	1.0
17196	punctures	0.0	1.0	0.0	0.0	0.0	1.0
17144	puncture	0.0	1.0	0.0	0.0	0.0	1.0
15952	punctuation	0.0	1.0	0.0	0.0	0.0	1.0
13469	punctilious	1.0	0.0	0.0	0.0	0.0	1.0
24903	punched	0.0	0.0	0.0	0.0	1.0	1.0
9528	punchbowl	1.0	0.0	0.0	0.0	0.0	1.0
13226	pulverization	1.0	0.0	0.0	0.0	0.0	1.0
23338	pulsed	0.0	0.0	0.0	1.0	0.0	1.0
12285	pulpits	1.0	0.0	0.0	0.0	0.0	1.0
17821	pulitzer	0.0	1.0	0.0	0.0	0.0	1.0
19181	puerto	0.0	0.0	1.0	0.0	0.0	1.0
21860	publishes	0.0	0.0	0.0	1.0	0.0	1.0
20979	publicity	0.0	0.0	1.0	0.0	0.0	1.0
25124	pta	0.0	0.0	0.0	0.0	1.0	1.0
24027	psyd	0.0	0.0	0.0	0.0	1.0	1.0
22578	psychotricorder	0.0	0.0	0.0	1.0	0.0	1.0
23007	psychotreatment	0.0	0.0	0.0	1.0	0.0	1.0
22253	psychotic	0.0	0.0	0.0	1.0	0.0	1.0
23181	psychostimulant	0.0	0.0	0.0	1.0	0.0	1.0
22281	psychobiologist	0.0	0.0	0.0	1.0	0.0	1.0
23035	psycho	0.0	0.0	0.0	1.0	0.0	1.0
22275	psychic	0.0	0.0	0.0	1.0	0.0	1.0
22112	psychiatrist	0.0	0.0	0.0	1.0	0.0	1.0
22062	psychedelic	0.0	0.0	0.0	1.0	0.0	1.0
20315	psy	0.0	0.0	1.0	0.0	0.0	1.0
20938	psm	0.0	0.0	1.0	0.0	0.0	1.0
24698	pseudobulges	0.0	0.0	0.0	0.0	1.0	1.0
25182	ps	0.0	0.0	0.0	0.0	1.0	1.0
24871	préparés	0.0	0.0	0.0	0.0	1.0	1.0
17501	pruning	0.0	1.0	0.0	0.0	0.0	1.0
12780	prudently	1.0	0.0	0.0	0.0	0.0	1.0
9759	proximate	1.0	0.0	0.0	0.0	0.0	1.0
9555	prowls	1.0	0.0	0.0	0.0	0.0	1.0
12630	prowled	1.0	0.0	0.0	0.0	0.0	1.0
11817	prowl	1.0	0.0	0.0	0.0	0.0	1.0
25554	provolone	0.0	0.0	0.0	0.0	1.0	1.0
12796	provokingly	1.0	0.0	0.0	0.0	0.0	1.0
13114	provoking	1.0	0.0	0.0	0.0	0.0	1.0
11397	provoked	1.0	0.0	0.0	0.0	0.0	1.0
24942	provisionšin	0.0	0.0	0.0	0.0	1.0	1.0
8804	provisions	1.0	0.0	0.0	0.0	0.0	1.0
8469	provisionally	1.0	0.0	0.0	0.0	0.0	1.0
24861	proving	0.0	0.0	0.0	0.0	1.0	1.0
11572	provincial	1.0	0.0	0.0	0.0	0.0	1.0
10384	provinces	1.0	0.0	0.0	0.0	0.0	1.0
11102	provi	1.0	0.0	0.0	0.0	0.0	1.0
11061	proverb	1.0	0.0	0.0	0.0	0.0	1.0
20886	provedšit	0.0	0.0	1.0	0.0	0.0	1.0
8319	proudest	1.0	0.0	0.0	0.0	0.0	1.0
13607	prouder	1.0	0.0	0.0	0.0	0.0	1.0
13499	protruding	1.0	0.0	0.0	0.0	0.0	1.0
10872	protracted	1.0	0.0	0.0	0.0	0.0	1.0
10950	protract	1.0	0.0	0.0	0.0	0.0	1.0
20832	prototypes	0.0	0.0	1.0	0.0	0.0	1.0
24944	proto	0.0	0.0	0.0	0.0	1.0	1.0
11741	protesting	1.0	0.0	0.0	0.0	0.0	1.0
9170	protestations	1.0	0.0	0.0	0.0	0.0	1.0
11654	protestation	1.0	0.0	0.0	0.0	0.0	1.0
9525	protegees	1.0	0.0	0.0	0.0	0.0	1.0
17711	protects	0.0	1.0	0.0	0.0	0.0	1.0
24067	protections	0.0	0.0	0.0	0.0	1.0	1.0
11770	protec	1.0	0.0	0.0	0.0	0.0	1.0
10095	prosy	1.0	0.0	0.0	0.0	0.0	1.0
22796	prostitute	0.0	0.0	0.0	1.0	0.0	1.0
16691	prostatectomy	0.0	1.0	0.0	0.0	0.0	1.0
24013	prosperšor	0.0	0.0	0.0	0.0	1.0	1.0
12635	prosperously	1.0	0.0	0.0	0.0	0.0	1.0
24134	prospered	0.0	0.0	0.0	0.0	1.0	1.0
13956	prosper	1.0	0.0	0.0	0.0	0.0	1.0
9378	prospectively	1.0	0.0	0.0	0.0	0.0	1.0
8748	prospec	1.0	0.0	0.0	0.0	0.0	1.0
10833	prosing	1.0	0.0	0.0	0.0	0.0	1.0
20195	prosecutors	0.0	0.0	1.0	0.0	0.0	1.0
18180	prosecution	0.0	1.0	0.0	0.0	0.0	1.0
9563	proprietorship	1.0	0.0	0.0	0.0	0.0	1.0
8827	proprietor	1.0	0.0	0.0	0.0	0.0	1.0
20201	propran	0.0	0.0	1.0	0.0	0.0	1.0
20192	propr	0.0	0.0	1.0	0.0	0.0	1.0
8412	propped	1.0	0.0	0.0	0.0	0.0	1.0
11379	propounded	1.0	0.0	0.0	0.0	0.0	1.0
11532	propos	1.0	0.0	0.0	0.0	0.0	1.0
15935	proportions	0.0	1.0	0.0	0.0	0.0	1.0
15850	proportionally	0.0	1.0	0.0	0.0	0.0	1.0
24600	proportional	0.0	0.0	0.0	0.0	1.0	1.0
11444	propo	1.0	0.0	0.0	0.0	0.0	1.0
11932	propitiatory	1.0	0.0	0.0	0.0	0.0	1.0
8914	propitiators	1.0	0.0	0.0	0.0	0.0	1.0
8363	propitiation	1.0	0.0	0.0	0.0	0.0	1.0
12318	proph	1.0	0.0	0.0	0.0	0.0	1.0
24357	propertiese	0.0	0.0	0.0	0.0	1.0	1.0
25038	propert	0.0	0.0	0.0	0.0	1.0	1.0
22532	propensities	0.0	0.0	0.0	1.0	0.0	1.0
24858	propelled	0.0	0.0	0.0	0.0	1.0	1.0
22089	propanolol	0.0	0.0	0.0	1.0	0.0	1.0
25262	propagating	0.0	0.0	0.0	0.0	1.0	1.0
24428	pronouns	0.0	0.0	0.0	0.0	1.0	1.0
8905	prong	1.0	0.0	0.0	0.0	0.0	1.0
10016	promptitude	1.0	0.0	0.0	0.0	0.0	1.0
8417	promptest	1.0	0.0	0.0	0.0	0.0	1.0
21856	promotional	0.0	0.0	0.0	1.0	0.0	1.0
24589	promo	0.0	0.0	0.0	0.0	1.0	1.0
9886	promissory	1.0	0.0	0.0	0.0	0.0	1.0
22013	promisin	0.0	0.0	0.0	1.0	0.0	1.0
15868	prohibits	0.0	1.0	0.0	0.0	0.0	1.0
24076	prohibition	0.0	0.0	0.0	0.0	1.0	1.0
25053	progrtless	0.0	0.0	0.0	0.0	1.0	1.0
25040	progrted	0.0	0.0	0.0	0.0	1.0	1.0
19597	progressively	0.0	0.0	1.0	0.0	0.0	1.0
23180	progressive	0.0	0.0	0.0	1.0	0.0	1.0
22664	progressing	0.0	0.0	0.0	1.0	0.0	1.0
22630	programmer	0.0	0.0	0.0	1.0	0.0	1.0
24302	programme	0.0	0.0	0.0	0.0	1.0	1.0
22699	programmable	0.0	0.0	0.0	1.0	0.0	1.0
24362	programe	0.0	0.0	0.0	0.0	1.0	1.0
20777	prognosticator	0.0	0.0	1.0	0.0	0.0	1.0
24931	prognosis	0.0	0.0	0.0	0.0	1.0	1.0
23291	progeny	0.0	0.0	0.0	1.0	0.0	1.0
17447	progenitor	0.0	1.0	0.0	0.0	0.0	1.0
11986	profuse	1.0	0.0	0.0	0.0	0.0	1.0
11358	profundity	1.0	0.0	0.0	0.0	0.0	1.0
24726	professorship	0.0	0.0	0.0	0.0	1.0	1.0
22035	professionals	0.0	0.0	0.0	1.0	0.0	1.0
13026	professionally	1.0	0.0	0.0	0.0	0.0	1.0
9846	professedly	1.0	0.0	0.0	0.0	0.0	1.0
9535	profane	1.0	0.0	0.0	0.0	0.0	1.0
